match_id,competition_id
3753978,2
3753974,2
3753993,2
3753983,2
3754015,2
3754038,2
3754001,2
3754007,2
3754008,2
3754029,2
3753995,2
3753999,2
3754017,2
3754006,2
3754023,2
3753984,2
3754011,2
3754010,2
3754028,2
3753996,2
3754025,2
3754068,2
3754056,2
3754040,2
3754074,2
3754076,2
3754067,2
3754079,2
3754090,2
3754083,2
3754077,2
3754060,2
3754073,2
3754085,2
3754047,2
3754051,2
3754093,2
3754046,2
3754072,2
3754082,2
3754106,2
3754099,2
3754098,2
3754057,2
3754112,2
3754117,2
3754104,2
3754054,2
3754113,2
3754107,2
3754105,2
3754097,2
3754102,2
3754115,2
3754148,2
3754169,2
3754174,2
3754185,2
3754162,2
3754096,2
3754171,2
3754119,2
3754126,2
3754133,2
3754167,2
3754145,2
3754153,2
3754143,2
3754186,2
3754130,2
3754188,2
3754178,2
3754157,2
3754166,2
3754211,2
3754150,2
3754160,2
3754218,2
3754217,2
3754205,2
3754221,2
3754198,2
3754193,2
3754222,2
3754213,2
3754212,2
3754223,2
3754197,2
3754208,2
3754204,2
3754194,2
3754219,2
3754254,2
3754230,2
3754285,2
3754233,2
3754270,2
3754237,2
3754257,2
3754266,2
3754256,2
3754288,2
3754238,2
3754269,2
3754234,2
3754246,2
3754296,2
3754273,2
3754263,2
3754268,2
3754286,2
3754291,2
3754283,2
3754235,2
3754279,2
3754276,2
3754287,2
3754259,2
3754335,2
3754298,2
3754315,2
3754330,2
3754337,2
3754297,2
3754301,2
3754323,2
3754304,2
3754311,2
3754328,2
3754309,2
3754325,2
3754329,2
3754302,2
3754013,2
3754044,2
3754351,2
3754343,2
3754109,2
3754182,2
3754240,2
3754336,2
3754247,2
3754156,2
3754265,2
3754000,2
3754003,2
3754344,2
3754131,2
3754300,2
3754312,2
3754138,2
3754203,2
3754190,2
3754066,2
3754034,2
3753985,2
3753987,2
3754189,2
3754129,2
3754180,2
3754059,2
3754064,2
3754065,2
3754173,2
3754175,2
3753973,2
3753975,2
3753976,2
3753977,2
3753980,2
3753981,2
3753982,2
3753986,2
3753988,2
3753989,2
3753990,2
3753991,2
3753992,2
3753994,2
3753997,2
3753998,2
3754002,2
3754004,2
3754005,2
3754009,2
3754012,2
3754016,2
3754018,2
3754019,2
3754021,2
3754022,2
3754024,2
3754026,2
3754027,2
3754030,2
3754031,2
3754032,2
3754033,2
3754035,2
3754036,2
3754061,2
3754062,2
3754063,2
3754069,2
3754070,2
3754071,2
3754075,2
3754080,2
3754081,2
3754084,2
3754086,2
3754087,2
3754088,2
3754089,2
3754092,2
3754094,2
3754095,2
3754100,2
3754101,2
3754103,2
3754108,2
3754110,2
3754111,2
3754114,2
3754116,2
3754118,2
3754120,2
3754121,2
3754122,2
3754123,2
3754124,2
3754125,2
3754127,2
3754132,2
3754134,2
3754137,2
3754139,2
3754140,2
3754142,2
3754144,2
3754147,2
3754149,2
3754151,2
3754152,2
3754154,2
3754155,2
3754158,2
3754159,2
3754161,2
3754163,2
3754164,2
3754165,2
3754168,2
3754170,2
3754172,2
3754176,2
3754177,2
3754179,2
3754181,2
3754183,2
3754184,2
3754187,2
3754191,2
3754192,2
3754195,2
3754196,2
3754199,2
3754200,2
3754201,2
3754202,2
3754206,2
3754207,2
3754209,2
3754210,2
3754214,2
3754215,2
3754216,2
3754220,2
3754224,2
3754225,2
3754227,2
3754228,2
3754229,2
3754231,2
3754232,2
3754236,2
3754239,2
3754241,2
3754242,2
3754243,2
3754244,2
3754249,2
3754250,2
3754251,2
3754252,2
3754253,2
3754260,2
3754261,2
3754262,2
3754264,2
3754295,2
3754271,2
3754272,2
3754274,2
3754275,2
3754277,2
3754280,2
3754281,2
3754282,2
3754284,2
3754289,2
3754290,2
3754292,2
3754294,2
3754248,2
3754299,2
3754303,2
3754305,2
3754306,2
3754307,2
3754308,2
3754310,2
3754313,2
3754314,2
3754316,2
3754317,2
3754318,2
3754319,2
3754320,2
3754321,2
3754322,2
3754324,2
3754326,2
3754327,2
3754331,2
