217,214
219,214
208,214
322,214
220,214
218,214
215,214
214,214
213,214
207,214
222,214
211,214
212,214
216,214
205,214
206,214
210,214
209,214
422,214
223,214
627,214
1043,214
901,214
1041,214
403,214
1219,214
1217,214
395,214
1218,214
221,214
1049,214
360,214
1042,214
373,214
608,214
552,214
1036,214
1220,214
1230,214
444,214
902,214
2735,241
228,112
291,112
230,112
241,112
238,112
236,112
229,112
232,112
243,112
234,112
227,112
224,112
226,112
240,112
2256,112
239,112
233,112
290,112
1683,112
231,112
7289,105
7283,105
7282,105
2021,105
7286,105
7288,105
7290,105
7284,105
7285,105
7291,105
7287,105
9763,11
169,85
180,85
806,160
38,68
129,150
22,68
27,68
37,68
29,68
31,68
1,68
41,68
59,68
24,68
30,68
39,68
28,68
26,249
25,68
56,68
33,68
23,68
36,68
40,68
46,68
47,68
101,68
98,68
54,68
328,68
55,68
105,68
75,68
746,68
974,68
971,68
965,68
967,68
969,68
968,68
966,68
972,68
970,68
973,68
1475,68
749,68
2647,68
786,203
779,11
792,14
781,31
777,232
3565,65
941,160
783,242
788,154
799,200
789,182
771,78
780,183
768,68
785,56
778,114
772,214
2722,39
782,22
770,85
1839,241
3566,185
791,121
4885,86
795,54
773,221
787,202
797,107
1833,40
907,249
794,147
776,61
769,49
790,220
774,66
775,166
798,176
793,104
784,179
796,188
2721,255
763,241
766,241
762,241
765,241
761,241
759,241
764,241
767,241
760,241
858,220
851,160
865,68
2457,169
864,183
861,78
852,171
857,85
862,104
853,61
920,77
854,22
855,112
860,221
859,15
863,214
914,112
909,233
915,15
912,60
911,238
2358,135
1835,77
916,103
942,201
908,207
165,78
135,78
133,78
134,78
144,78
2736,78
142,78
131,78
147,78
143,78
160,78
140,78
145,78
156,78
146,78
137,78
136,78
139,78
130,78
1205,14
1203,31
1210,114
1213,166
16802,49
1214,241
1832,54
1204,11
1207,46
1206,40
1106,180
1215,163
2391,154
1211,121
1212,113
1216,211
16803,176
16769,247
2355,98
16768,109
6045,253
1209,45
1208,39
866,201
1107,226
1328,11
1324,11
175,85
173,85
171,85
179,85
181,85
177,85
172,85
904,85
872,85
176,85
186,85
184,85
174,85
185,85
189,85
178,85
