15946,3109,14
15946,3501,7
15946,5203,5
15946,5211,18
15946,5213,3
15946,5246,9
15946,5470,4
15946,5477,11
15946,5492,23
15946,5503,10
15946,6374,2
15946,6379,20
15946,6826,15
15946,6998,12
15946,8206,22
15946,8652,13
15946,11392,8
15946,20055,1
15946,6566,18
15946,6581,23
15946,6612,3
15946,6613,7
15946,6615,5
15946,6617,11
15946,6618,21
15946,6624,14
15946,6626,22
15946,6629,1
15946,6632,19
15946,6839,16
15946,6855,6
15946,6923,15
15946,6935,17
15946,9748,13
15946,12190,24
15946,50547,27
15956,3109,14
15956,3501,7
15956,5203,5
15956,5211,18
15956,5213,3
15956,5246,9
15956,5470,4
15956,5477,11
15956,5492,23
15956,5503,10
15956,6374,2
15956,6379,20
15956,6616,19
15956,6826,15
15956,8206,22
15956,11392,8
15956,20055,1
15956,35404,31
15956,6742,24
15956,6760,9
15956,7699,11
15956,8419,20
15956,11291,19
15956,11293,5
15956,11294,8
15956,11296,10
15956,11297,17
15956,11298,22
15956,11300,14
15956,11301,21
15956,11302,1
15956,11303,23
15956,11304,4
15956,18164,18
15956,30519,28
15956,41126,26
15973,3109,14
15973,3501,7
15973,5203,5
15973,5211,18
15973,5213,3
15973,5246,9
15973,5470,4
15973,5477,11
15973,5492,23
15973,5503,10
15973,6374,2
15973,6379,20
15973,6616,19
15973,6826,15
15973,8206,22
15973,8652,13
15973,11392,8
15973,20055,1
15973,6734,16
15973,6788,3
15973,6857,4
15973,9747,1
15973,11669,8
15973,11670,7
15973,11671,9
15973,11672,12
15973,11673,11
15973,11674,23
15973,11675,6
15973,11676,24
15973,11677,14
15973,11678,19
15973,12554,21
15973,19396,22
15973,21399,18
15973,22332,13
15978,3042,8
15978,5573,6
15978,6605,2
15978,6669,17
15978,6670,18
15978,6671,4
15978,6676,5
15978,6679,15
15978,6685,10
15978,6693,22
15978,6694,1
15978,6695,7
15978,6704,19
15978,6885,20
15978,6899,14
15978,6906,21
15978,7069,13
15978,16210,23
15978,3501,7
15978,5203,5
15978,5211,18
15978,5213,3
15978,5246,9
15978,5470,4
15978,5477,11
15978,5492,23
15978,5503,10
15978,6332,24
15978,6374,2
15978,6379,20
15978,6616,19
15978,6826,15
15978,6998,12
15978,8206,22
15978,8652,13
15978,20055,1
15986,3501,7
15986,5203,5
15986,5211,18
15986,5213,3
15986,5246,9
15986,5470,4
15986,5477,11
15986,5492,23
15986,5503,10
15986,6374,2
15986,6379,20
15986,6609,6
15986,6616,19
15986,6826,15
15986,8206,22
15986,8652,13
15986,11392,8
15986,20055,1
15986,6351,7
15986,6560,20
15986,6565,8
15986,6567,10
15986,6570,6
15986,6572,15
15986,6573,2
15986,6574,12
15986,6576,1
15986,6578,11
15986,6579,5
15986,6582,9
15986,6785,13
15986,6888,23
15986,11292,29
15986,11295,17
15986,17276,22
15986,34694,28
15998,3109,14
15998,3501,7
15998,5203,5
15998,5211,18
15998,5213,3
15998,5246,9
15998,5470,4
15998,5477,11
15998,5492,23
15998,5503,10
15998,6332,24
15998,6374,2
15998,6379,20
15998,6616,19
15998,8206,22
15998,8652,13
15998,11392,8
15998,20055,1
15998,3246,9
15998,3991,12
15998,6301,26
15998,6598,3
15998,6599,21
15998,6601,14
15998,6608,10
15998,6610,1
15998,6666,18
15998,6667,23
15998,6738,2
15998,6739,4
15998,6834,6
15998,9879,13
15998,11730,5
15998,11745,20
15998,16212,27
15998,17818,28
16010,3023,12
16010,6389,6
16010,6390,14
16010,6391,22
16010,6393,9
16010,6394,20
16010,6396,7
16010,6649,18
16010,6665,4
16010,6699,21
16010,6775,16
16010,6789,24
16010,6842,10
16010,6877,5
16010,11744,31
16010,11746,23
16010,11748,25
16010,349946,26
16010,3501,7
16010,5203,5
16010,5211,18
16010,5213,3
16010,5246,9
16010,5470,4
16010,5477,11
16010,5503,10
16010,6332,24
16010,6374,2
16010,6379,20
16010,6616,19
16010,6826,15
16010,6998,12
16010,8206,22
16010,8652,13
16010,11392,8
16010,20055,1
16023,3437,17
16023,3457,23
16023,4367,7
16023,5186,11
16023,5718,19
16023,6401,9
16023,6583,8
16023,6585,4
16023,6587,15
16023,6589,6
16023,6590,13
16023,6595,10
16023,6596,14
16023,6746,5
16023,6797,18
16023,6891,24
16023,6898,1
16023,11634,21
16023,3501,7
16023,5203,5
16023,5211,18
16023,5213,3
16023,5246,9
16023,5470,4
16023,5477,11
16023,5503,10
16023,6332,24
16023,6374,2
16023,6609,6
16023,6616,19
16023,6826,15
16023,6998,12
16023,8206,22
16023,8652,13
16023,11392,8
16023,20055,1
16029,3501,7
16029,5203,5
16029,5211,18
16029,5213,3
16029,5246,9
16029,5470,4
16029,5477,11
16029,5503,10
16029,6374,2
16029,6379,20
16029,6616,19
16029,6826,15
16029,6998,12
16029,8206,22
16029,8652,13
16029,11392,8
16029,20055,1
16029,41407,36
16029,3610,7
16029,5218,12
16029,5504,10
16029,5534,4
16029,5742,25
16029,6334,14
16029,6400,11
16029,6719,22
16029,6720,17
16029,6723,9
16029,6724,8
16029,6804,3
16029,6821,16
16029,6825,6
16029,6919,23
16029,11541,1
16029,13360,21
16029,23921,13
16056,3109,14
16056,5203,5
16056,5211,18
16056,5213,3
16056,5246,9
16056,5470,4
16056,5492,23
16056,5503,10
16056,6374,2
16056,6379,20
16056,6609,6
16056,6616,19
16056,6826,15
16056,8206,22
16056,8652,13
16056,11392,8
16056,13599,26
16056,20055,1
16056,3313,21
16056,5214,14
16056,5563,18
16056,5687,8
16056,6647,4
16056,6648,23
16056,6651,17
16056,6657,7
16056,6658,11
16056,6663,19
16056,6673,6
16056,6777,12
16056,6792,13
16056,6880,9
16056,7068,5
16056,7910,16
16056,16309,1
16056,17304,20
16073,3109,14
16073,5203,5
16073,5211,18
16073,5213,3
16073,5246,9
16073,5477,11
16073,5492,23
16073,5503,10
16073,6374,2
16073,6379,20
16073,6616,19
16073,6826,15
16073,6998,12
16073,8206,22
16073,8652,13
16073,11392,8
16073,13599,26
16073,20055,1
16073,3245,11
16073,5198,19
16073,5199,6
16073,5484,21
16073,5487,7
16073,5696,4
16073,5723,18
16073,6320,3
16073,6376,15
16073,6377,10
16073,6378,13
16073,6381,8
16073,6383,5
16073,6654,1
16073,6765,14
16073,6841,23
16073,7033,9
16073,8136,43
16079,3109,14
16079,3501,7
16079,5203,5
16079,5211,18
16079,5213,3
16079,5470,4
16079,5477,11
16079,5503,10
16079,6374,2
16079,6609,6
16079,6616,19
16079,6826,15
16079,8206,22
16079,13599,26
16079,20055,1
16079,22197,27
16079,37237,30
16079,41407,36
16079,3551,17
16079,4629,4
16079,5688,9
16079,6737,16
16079,6752,6
16079,6753,22
16079,6755,1
16079,6762,3
16079,6764,8
16079,6766,7
16079,6771,14
16079,6772,2
16079,6828,11
16079,8697,13
16079,11384,28
16079,11385,5
16079,11386,19
16079,16335,30
16086,3236,10
16086,5598,6
16086,6569,8
16086,6571,1
16086,6754,15
16086,6758,4
16086,6761,11
16086,6763,19
16086,6767,9
16086,6768,13
16086,6769,5
16086,6770,23
16086,6791,16
16086,6838,17
16086,6866,21
16086,6886,12
16086,6902,14
16086,11391,7
16086,3501,7
16086,5203,5
16086,5211,18
16086,5213,3
16086,5246,9
16086,5470,4
16086,5477,11
16086,5503,10
16086,6332,24
16086,6374,2
16086,6609,6
16086,6616,19
16086,6826,15
16086,8206,22
16086,8652,13
16086,13599,21
16086,20055,1
16086,22197,27
16095,3501,7
16095,5203,5
16095,5211,18
16095,5213,3
16095,5246,9
16095,5470,4
16095,5477,11
16095,5503,10
16095,6332,24
16095,6609,6
16095,6616,19
16095,6826,15
16095,8206,22
16095,8652,13
16095,11392,8
16095,13599,21
16095,20055,1
16095,22197,27
16095,4407,8
16095,6668,11
16095,6672,12
16095,6678,21
16095,6680,16
16095,6681,6
16095,6682,15
16095,6684,9
16095,6688,24
16095,6691,23
16095,6692,13
16095,6782,10
16095,6784,3
16095,6807,4
16095,6809,18
16095,18163,7
16095,21147,2
16095,23344,25
16109,3501,7
16109,5203,5
16109,5211,18
16109,5213,3
16109,5246,9
16109,5470,4
16109,5477,11
16109,5503,10
16109,6374,2
16109,6609,6
16109,6826,15
16109,8206,22
16109,8652,13
16109,11392,8
16109,13599,21
16109,20055,1
16109,22197,27
16109,41407,36
16109,3625,19
16109,5217,10
16109,5516,11
16109,6297,9
16109,6794,22
16109,6795,13
16109,6798,14
16109,6799,23
16109,6805,2
16109,6852,21
16109,6876,15
16109,6884,1
16109,10759,16
16109,11388,4
16109,11389,8
16109,12555,5
16109,17804,3
16109,22029,20
16120,3109,14
16120,3501,7
16120,5203,5
16120,5211,18
16120,5213,3
16120,5246,9
16120,5470,4
16120,5477,11
16120,5503,10
16120,6374,2
16120,6379,20
16120,6585,17
16120,6826,15
16120,8206,22
16120,8652,13
16120,11392,8
16120,13599,21
16120,20055,1
16120,4546,24
16120,4712,11
16120,6611,9
16120,6619,3
16120,6627,22
16120,6630,19
16120,6631,16
16120,6634,2
16120,6635,6
16120,6722,13
16120,6863,18
16120,6872,4
16120,6873,8
16120,6901,20
16120,6931,1
16120,7154,15
16120,11550,7
16120,18721,17
16131,3501,7
16131,5203,5
16131,5211,18
16131,5213,3
16131,5246,9
16131,5470,4
16131,5477,11
16131,5503,10
16131,6374,2
16131,6379,20
16131,6585,17
16131,6609,6
16131,6826,15
16131,8206,22
16131,8652,13
16131,11392,8
16131,13599,21
16131,20055,1
16131,6698,1
16131,6700,9
16131,6701,24
16131,6705,15
16131,6708,12
16131,6709,23
16131,6710,11
16131,6711,17
16131,6712,5
16131,6867,8
16131,7105,14
16131,7907,3
16131,8555,16
16131,10763,13
16131,12072,22
16131,13107,6
16131,13108,7
16131,17620,20
16136,3109,14
16136,3501,7
16136,5203,5
16136,5211,18
16136,5213,3
16136,5246,9
16136,5470,4
16136,5477,11
16136,5503,10
16136,6332,24
16136,6374,2
16136,6379,20
16136,6585,17
16136,8206,22
16136,8652,13
16136,11392,8
16136,13599,21
16136,20055,1
16136,3991,12
16136,4447,25
16136,5830,24
16136,6301,26
16136,6580,8
16136,6603,22
16136,6606,17
16136,6608,10
16136,6610,1
16136,6667,23
16136,6738,2
16136,6834,6
16136,11730,5
16136,11745,20
16136,16212,27
16136,17818,15
16136,21390,29
16136,23561,14
16149,3109,14
16149,3501,7
16149,5203,5
16149,5211,18
16149,5213,3
16149,5246,9
16149,5470,4
16149,5503,10
16149,6332,24
16149,6374,2
16149,6379,20
16149,6609,6
16149,6826,15
16149,8206,22
16149,8652,13
16149,8668,19
16149,11392,8
16149,20055,1
16149,6351,7
16149,6560,20
16149,6565,8
16149,6570,6
16149,6572,15
16149,6573,2
16149,6574,12
16149,6576,1
16149,6579,5
16149,6582,9
16149,6785,13
16149,6887,4
16149,6888,23
16149,7578,19
16149,11292,24
16149,22129,34
16149,23264,35
16149,42283,37
16157,3109,14
16157,3501,7
16157,5211,18
16157,5213,3
16157,5246,9
16157,5470,4
16157,5503,10
16157,6332,24
16157,6374,2
16157,6379,20
16157,6585,17
16157,6826,15
16157,8206,22
16157,8668,19
16157,11392,8
16157,13599,21
16157,20055,1
16157,37237,30
16157,3437,17
16157,5186,11
16157,5718,19
16157,6401,9
16157,6583,8
16157,6587,15
16157,6589,6
16157,6590,13
16157,6594,22
16157,6595,10
16157,6746,5
16157,6748,20
16157,6797,18
16157,6830,4
16157,6891,24
16157,6898,1
16157,11634,21
16157,22740,16
16173,3023,12
16173,6387,11
16173,6389,6
16173,6390,14
16173,6391,22
16173,6393,9
16173,6396,7
16173,6397,3
16173,6617,19
16173,6649,18
16173,6662,13
16173,6665,4
16173,6775,16
16173,6789,24
16173,6842,10
16173,6877,5
16173,8540,2
16173,11748,25
16173,3109,14
16173,3501,7
16173,5203,5
16173,5213,3
16173,5246,9
16173,5470,4
16173,5477,11
16173,5503,10
16173,6332,24
16173,6374,2
16173,6379,20
16173,6585,17
16173,6826,15
16173,8206,22
16173,8668,19
16173,13599,21
16173,20055,1
16173,37237,30
16182,3109,14
16182,3501,7
16182,5203,5
16182,5211,18
16182,5213,3
16182,5246,9
16182,5470,4
16182,5477,11
16182,5503,10
16182,6332,24
16182,6374,2
16182,6379,20
16182,6826,15
16182,8206,22
16182,8668,19
16182,13599,21
16182,20055,1
16182,37237,30
16182,6742,24
16182,6760,9
16182,7699,11
16182,8419,20
16182,10612,13
16182,11291,19
16182,11293,5
16182,11294,8
16182,11297,17
16182,11298,22
16182,11301,21
16182,11302,1
16182,11303,23
16182,11304,4
16182,17027,12
16182,18164,18
16182,22020,2
16182,23492,42
16190,3109,14
16190,3501,7
16190,5203,5
16190,5211,18
16190,5213,3
16190,5246,9
16190,5470,4
16190,5477,11
16190,5492,23
16190,5503,10
16190,6374,2
16190,6379,20
16190,6585,17
16190,6826,15
16190,8206,22
16190,13599,21
16190,20055,1
16190,37237,30
16190,3610,7
16190,5218,12
16190,5504,10
16190,5534,4
16190,5742,25
16190,6616,19
16190,6719,22
16190,6720,17
16190,6723,9
16190,6804,3
16190,6821,16
16190,6919,23
16190,7040,20
16190,8068,14
16190,11332,5
16190,11541,1
16190,13360,21
16190,23921,13
16196,3109,14
16196,3501,7
16196,5203,5
16196,5211,18
16196,5213,3
16196,5246,9
16196,5470,4
16196,5477,11
16196,5492,23
16196,5503,10
16196,6374,2
16196,6379,20
16196,6826,15
16196,8206,22
16196,8652,13
16196,11392,8
16196,13599,21
16196,20055,1
16196,3509,25
16196,4926,22
16196,5200,17
16196,5201,4
16196,5463,10
16196,5485,5
16196,5539,14
16196,5552,12
16196,5574,8
16196,5597,1
16196,5719,20
16196,5721,2
16196,6399,11
16196,6697,24
16196,6773,15
16196,18395,28
16196,18620,23
16196,19677,9
16205,3109,14
16205,3501,7
16205,5203,5
16205,5211,18
16205,5213,3
16205,5246,9
16205,5470,4
16205,5477,11
16205,5492,23
16205,5503,10
16205,6374,2
16205,6379,20
16205,6585,17
16205,8206,22
16205,8652,13
16205,11392,8
16205,13599,21
16205,20055,1
16205,4346,12
16205,5521,17
16205,6652,16
16205,6914,2
16205,6924,23
16205,7900,14
16205,8512,25
16205,11535,22
16205,11537,1
16205,11538,7
16205,11539,11
16205,11540,8
16205,12192,18
16205,12194,27
16205,16209,9
16205,17054,20
16205,21397,13
16205,23488,15
16215,3109,14
16215,3501,7
16215,5203,5
16215,5211,18
16215,5213,3
16215,5246,9
16215,5470,4
16215,5492,23
16215,5503,10
16215,6374,2
16215,6379,20
16215,6826,15
16215,8206,22
16215,8652,13
16215,8668,19
16215,11392,8
16215,13599,21
16215,20055,1
16215,3313,21
16215,3990,10
16215,5214,14
16215,5563,18
16215,6647,4
16215,6648,23
16215,6651,17
16215,6657,7
16215,6658,11
16215,6673,6
16215,6777,12
16215,6792,13
16215,7068,5
16215,7910,16
16215,16309,1
16215,22235,34
16215,22915,22
16215,23522,24
16231,3109,14
16231,3501,7
16231,5203,5
16231,5211,18
16231,5213,3
16231,5246,9
16231,5470,4
16231,5492,23
16231,5503,10
16231,6374,2
16231,6379,20
16231,6826,15
16231,8206,22
16231,8668,19
16231,11392,8
16231,13599,21
16231,20055,1
16231,37237,30
16231,6569,8
16231,6571,1
16231,6758,4
16231,6767,9
16231,6768,13
16231,6769,5
16231,6770,23
16231,6790,22
16231,6791,16
16231,6838,17
16231,6866,21
16231,6886,12
16231,6902,14
16231,10323,2
16231,11391,7
16231,22287,28
16231,22919,27
16231,23343,24
16240,3109,14
16240,3501,7
16240,5203,5
16240,5211,18
16240,5213,3
16240,5246,9
16240,5470,4
16240,5492,23
16240,5503,10
16240,6374,2
16240,6379,20
16240,6826,15
16240,8206,22
16240,8668,19
16240,11392,8
16240,13599,21
16240,20055,1
16240,37237,30
16240,3497,10
16240,3551,17
16240,4629,4
16240,5688,9
16240,6737,16
16240,6752,6
16240,6753,22
16240,6755,1
16240,6762,3
16240,6772,2
16240,6827,23
16240,8697,13
16240,11384,28
16240,11385,5
16240,11386,19
16240,16335,30
16240,24729,39
16240,42275,37
16248,3109,14
16248,3501,7
16248,5203,5
16248,5211,18
16248,5213,3
16248,5246,9
16248,5470,4
16248,5492,23
16248,5503,10
16248,6374,2
16248,6379,20
16248,6585,17
16248,6826,15
16248,8652,13
16248,8668,19
16248,11392,8
16248,13599,21
16248,20055,1
16248,3477,22
16248,5198,19
16248,5199,6
16248,5249,2
16248,5259,24
16248,5487,7
16248,5696,4
16248,6320,3
16248,6375,20
16248,6376,15
16248,6377,10
16248,6378,13
16248,6381,8
16248,6383,5
16248,6654,1
16248,6765,14
16248,6841,23
16248,7033,9
16265,3042,8
16265,3508,24
16265,6605,2
16265,6670,18
16265,6676,5
16265,6679,15
16265,6685,10
16265,6693,22
16265,6694,1
16265,6695,7
16265,6713,3
16265,6721,12
16265,6899,14
16265,6906,21
16265,7069,13
16265,16210,23
16265,22321,34
16265,22452,29
16265,3109,14
16265,3501,7
16265,5203,5
16265,5211,18
