217,227
219,371
208,220
322,221
220,56
218,620
218,238
215,210
214,236
213,232
207,507
207,211
222,182
211,234
212,230
216,228
205,84
206,511
210,229
209,208
213,637
422,497
217,793
215,227
218,3157
208,238
222,509
207,713
219,57
206,681
223,505
217,36
213,5044
222,4201
422,4961
216,505
627,1606
219,4519
1043,4994
220,733
901,221
1041,4959
212,236
403,4845
207,21
223,2
214,81
1219,210
215,497
1217,4982
395,4958
220,383
1218,4973
210,5043
1043,4991
1217,4954
213,4994
221,392
395,1621
1217,1598
223,733
215,269
1043,497
210,224
218,57
216,392
422,221
213,505
1049,5048
222,5050
360,1617
221,4974
360,220
217,163
207,3503
1049,1612
222,211
213,21
221,497
1042,509
214,3196
220,414
901,4974
210,1592
422,188
209,793
403,673
223,188
216,4182
373,4995
210,86
1049,4988
219,1602
207,396
214,576
322,767
209,385
221,221
221,1612
208,745
219,3157
214,1816
1041,187
218,5049
207,618
221,677
216,509
1049,1001017
1049,226
216,1001036
207,2449
1049,1617
222,1000958
220,148
1049,1000947
212,5162
207,4167
217,4953
608,226
214,4519
222,733
216,4986
395,5042
1043,486
220,3572
552,4987
212,3196
395,1602
213,3899
1036,4955
209,3928
207,236
220,5046
1220,211
210,4519
219,497
215,4960
210,84
205,681
214,677
213,234
215,767
211,229
206,187
221,219
220,25
901,576
221,4988
1230,4993
1217,211
216,4991
214,227
213,1621
395,4992
1220,5047
220,4986
207,676
223,4989
1217,2
216,5042
218,4956
212,4988
220,3899
444,5041
1220,1612
214,4981
217,238
209,430
210,85
207,3580
206,2
1043,1603
214,187
213,741
218,677
1049,1597
205,3196
206,234
217,676
218,733
422,1592
902,766
207,188
552,1598
215,211
222,21
228,3567
291,3282
230,1003077
241,710
238,2997
236,384
229,265
236,436
232,107
243,379
234,232
227,388
224,181
226,664
240,136
2256,102
230,1000693
240,5445
239,1798
243,4424
229,399
2256,625
233,402
290,605
2256,1002925
1683,4149
231,114
2256,1002924
226,4071
2256,4159
234,273
1683,484
226,1002096
224,1003285
7289,503
7283,1000614
7282,2815
2021,1000617
7286,1000962
7288,1000942
7290,1001087
7284,1000615
7285,1000616
7291,1000992
7287,1000803
7290,1000842
7291,3554
7282,1000613
7288,2815
7286,1000817
9763,1001759
169,788
169,444
180,94
806,1003270
806,1001760
243,414
38,81
22,60
27,300
37,40
29,263
31,382
1,577
41,561
59,92
24,94
30,55
39,788
28,38
26,270
25,676
41,453
56,41
33,383
23,236
59,5003
24,6
36,733
33,5019
40,150
26,4711
33,3608
26,3626
37,148
59,5020
29,689
46,3602
47,40
101,3643
98,3548
59,6094
39,790
36,4202
33,60
38,3533
25,3722
54,37
328,561
55,403
105,749
22,2974
29,86
75,3407
37,3404
227,1001756
746,30
974,144
971,152
965,149
967,146
969,128
968,31
966,623
972,139
970,147
967,639
973,143
966,153
969,1817
1475,2926
746,3696
749,791
2647,5424
969,3978
2647,4173
972,5650
973,139
746,5115
749,5389
786,5908
779,5677
792,5696
781,4704
777,1001303
3565,2881
941,788
783,3633
788,1001086
799,642
789,5294
771,545
781,547
780,607
768,277
785,307
778,5699
772,793
2722,1001250
782,263
770,3371
1839,93
3566,5710
791,5688
4885,1001251
795,3094
773,2832
787,635
797,645
788,1000518
1833,4435
907,1000471
794,163
776,255
781,1003265
781,1003266
781,3609
769,634
790,549
786,640
774,486
791,631
783,476
789,542
770,602
777,557
775,636
792,630
798,654
773,492
776,641
795,646
779,637
793,648
772,643
784,629
778,644
788,642
796,365
794,632
799,638
941,1003270
2721,4623
779,4166
781,4747
763,140
766,127
762,132
765,129
761,142
759,131
764,130
767,134
760,141
858,3016
851,129
865,45
2457,4197
864,419
861,500
852,764
857,53
862,3642
853,3574
920,753
854,426
855,4085
860,429
859,1001600
863,418
914,2997
909,701
915,4061
912,183
911,2303
2358,4172
1835,3622
916,3616
941,686
789,1798
942,510
908,5363
165,2983
135,281
133,1003442
134,1001260
144,438
2736,4493
142,434
131,3802
147,505
143,24
160,121
140,439
129,427
145,301
156,201
146,1003453
137,283
147,3004
136,381
139,119
130,433
2736,3632
156,2936
146,752
130,1001261
143,642
133,4946
139,4768
137,3796
134,224
133,213
139,1001260
147,269
1205,408
1203,177
851,46
1210,1003258
1213,1003417
16802,1003448
1214,141
861,642
860,1002252
1832,4855
1204,1003445
1207,1003429
1206,1000081
1106,2957
1215,1003415
2391,760
1211,585
1212,1003439
1216,3925
16803,1003446
16769,1003426
2355,1003427
16768,132
852,1769
16802,1003449
6045,1000425
1214,2975
1209,4389
1210,4043
851,45
1205,3541
1212,4243
1204,3447
1213,4553
1206,172
1208,4350
865,3464
1211,4300
1207,3955
1203,3540
1215,130
866,3445
1107,4390
1328,1003263
1324,3640
217,1001759
217,1003270
175,445
169,36
173,51
171,446
175,1797
180,279
179,411
181,58
177,186
172,672
904,3980
872,377
176,3055
186,43
184,374
174,1003277
185,3650
189,44
178,319
178,6065
184,1003175
178,1003174
174,287
175,59
185,428
