match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week
9682,2017-11-18,16:15:00.000,0,3,available,scheduled,2022-08-13T21:30:13.962297,2021-06-13T16:17:31.694,12
9581,2017-08-26,18:15:00.000,0,2,available,scheduled,2022-02-04T12:35:34.095010,2021-06-13T16:17:31.694,2
9726,2017-12-17,20:45:00.000,4,0,available,scheduled,2022-05-08T19:11:07.806019,2021-06-13T16:17:31.694,16
9754,2018-01-14,20:45:00.000,2,4,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19
9889,2018-04-17,21:00:00.000,2,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33
266989,2016-11-06,20:45:00.000,1,2,available,scheduled,2023-07-24T21:50:55.698179,2021-06-13T16:17:31.694,11
266357,2016-12-10,13:00:00.000,0,3,available,scheduled,2023-07-24T21:41:37.118536,2021-06-13T16:17:31.694,15
267569,2017-04-23,20:45:00.000,2,3,available,scheduled,2023-07-24T21:43:33.680670,2021-06-13T16:17:31.694,33
267212,2016-09-17,13:00:00.000,1,5,available,scheduled,2022-11-19T16:09:54.565019,2021-06-13T16:17:31.694,4
266669,2016-09-10,20:30:00.000,1,2,available,scheduled,2023-05-11T08:12:51.955151,2021-06-13T16:17:31.694,3
266892,2016-08-28,20:15:00.000,0,1,available,scheduled,2022-11-19T16:05:59.289907,2021-06-13T16:17:31.694,2
267220,2016-09-21,22:00:00.000,1,1,available,scheduled,2023-07-24T21:42:13.386289,2021-06-13T16:17:31.694,5
267670,2016-08-20,18:15:00.000,6,2,available,scheduled,2022-11-19T16:01:22.382731,2021-06-13T16:17:31.694,1
266516,2017-01-29,12:00:00.000,1,1,available,scheduled,2023-07-24T21:45:34.371938,2021-06-13T16:17:31.694,20
267039,2017-05-14,20:00:00.000,1,4,available,scheduled,2023-07-24T21:43:11.033141,2021-06-13T16:17:31.694,37
266477,2017-01-08,20:45:00.000,1,1,available,scheduled,2023-07-24T17:55:12.814918,2021-06-13T16:17:31.694,17
267101,2017-04-26,19:30:00.000,7,1,available,scheduled,2023-07-24T21:48:41.471109,2021-06-13T16:17:31.694,34
266440,2017-03-19,20:45:00.000,4,2,available,scheduled,2023-07-24T21:40:36.642214,2021-06-13T16:17:31.694,28
266033,2016-10-22,16:15:00.000,2,3,available,scheduled,2023-07-24T21:49:01.733896,2021-06-13T16:17:31.694,9
267660,2017-03-12,16:15:00.000,2,1,available,scheduled,2022-11-30T17:50:11.505639,2021-06-13T16:17:31.694,27
266273,2017-02-11,16:15:00.000,0,6,available,scheduled,2023-07-24T21:49:40.233242,2021-06-13T16:17:31.694,22
267395,2017-01-14,16:15:00.000,5,0,available,scheduled,2023-05-11T08:13:40.117646,2021-06-13T16:17:31.694,18
266874,2017-02-04,16:15:00.000,3,0,available,scheduled,2023-07-24T17:57:56.516416,2021-06-13T16:17:31.694,21
266731,2017-01-22,20:45:00.000,0,4,available,scheduled,2023-07-24T17:57:06.130288,2021-06-13T16:17:31.694,19
266528,2016-12-18,20:45:00.000,4,1,available,scheduled,2023-07-24T21:42:34.637040,2021-06-13T16:17:31.694,16
266280,2017-04-05,19:30:00.000,3,0,available,scheduled,2023-07-24T21:46:34.060601,2021-06-13T16:17:31.694,30
267432,2017-05-21,20:00:00.000,4,2,available,scheduled,2022-11-30T18:34:51.329429,2021-06-13T16:17:31.694,38
267076,2016-12-03,16:15:00.000,1,1,available,scheduled,2022-11-19T16:45:15.008713,2021-06-13T16:17:31.694,14
267590,2017-04-08,20:45:00.000,2,0,available,scheduled,2023-07-24T21:41:12.651789,2021-06-13T16:17:31.694,31
267373,2017-04-15,20:45:00.000,3,2,available,scheduled,2023-07-24T21:47:36.081731,2021-06-13T16:17:31.694,32
267077,2017-04-29,20:45:00.000,0,3,available,scheduled,2022-11-30T18:20:38.178231,2021-06-13T16:17:31.694,35
266952,2017-05-06,18:30:00.000,4,1,available,scheduled,2023-07-24T21:44:41.005181,2021-06-13T16:17:31.694,36
267464,2017-02-26,16:15:00.000,1,2,available,scheduled,2023-07-24T17:58:47.723079,2021-06-13T16:17:31.694,24
266299,2017-03-04,20:45:00.000,5,0,available,scheduled,2022-11-30T17:46:36.271147,2021-06-13T16:17:31.694,26
266191,2016-11-27,20:45:00.000,1,1,available,scheduled,2022-11-19T16:42:06.063453,2021-06-13T16:17:31.694,13
265952,2017-03-01,19:30:00.000,6,1,available,scheduled,2022-11-30T17:41:12.856741,2021-06-13T16:17:31.694,25
267492,2016-10-15,16:15:00.000,4,0,available,scheduled,2023-07-24T21:44:15.323363,2021-06-13T16:17:31.694,8
267596,2017-02-19,20:45:00.000,2,1,available,scheduled,2022-11-30T17:34:55.935989,2021-06-13T16:17:31.694,23
267058,2016-10-29,20:45:00.000,1,0,available,scheduled,2022-11-19T16:31:49.005726,2021-06-13T16:17:31.694,10
69243,2010-01-16,22:00:00.000,4,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18
69241,2010-05-04,20:00:00.000,4,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36
69239,2010-05-08,21:00:00.000,2,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,37
69257,2010-03-24,20:00:00.000,2,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28
69253,2009-10-25,21:00:00.000,6,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,8
69244,2010-05-01,22:00:00.000,1,4,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35
69277,2009-10-31,20:00:00.000,1,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9
69229,2009-09-12,18:00:00.000,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2
69219,2010-01-10,21:00:00.000,0,5,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,17
69218,2009-12-05,22:00:00.000,1,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13
69250,2009-11-07,20:00:00.000,4,2,available,scheduled,2023-04-19T10:48:01.770383,2021-06-13T16:17:31.694,10
69242,2010-05-16,19:00:00.000,4,0,available,scheduled,2023-04-19T10:47:17.536343,2021-06-13T16:17:31.694,38
69256,2009-10-03,20:00:00.000,1,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6
69298,2010-03-27,20:00:00.000,0,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29
69259,2010-04-10,22:00:00.000,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31
69224,2010-03-14,19:00:00.000,3,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26
69210,2010-01-23,20:00:00.000,0,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19
69220,2010-01-30,20:00:00.000,0,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20
69237,2010-02-14,21:00:00.000,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22
69226,2010-03-06,20:00:00.000,2,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25
69252,2009-10-17,22:00:00.000,0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7
69255,2009-09-26,20:00:00.000,0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5
69214,2010-04-24,18:00:00.000,3,1,available,scheduled,2021-10-26T13:56:40.989214,2021-06-13T16:17:31.694,34
69262,2009-11-29,19:00:00.000,1,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12
69240,2010-02-06,20:00:00.000,2,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21
69233,2010-02-20,20:00:00.000,4,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,23
69213,2010-04-17,20:00:00.000,0,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33
