70272,2013-03-02,2013-03-02 16:00:00.000,2,1,available,scheduled,26
70304,2012-10-20,2012-10-20 22:00:00.000,4,5,available,scheduled,8
70280,2012-11-25,2012-11-25 21:00:00.000,0,4,available,scheduled,13
70296,2012-12-16,2012-12-16 21:00:00.000,4,1,available,scheduled,16
70297,2013-02-10,2013-02-10 12:00:00.000,6,1,available,scheduled,23
266433,2013-01-06,2013-01-06 19:00:00.000,4,0,available,scheduled,18
70256,2013-03-30,2013-03-30 18:00:00.000,2,2,available,scheduled,29
70259,2012-08-19,2012-08-19 21:00:00.000,5,1,available,scheduled,1
70260,2013-01-27,2013-01-27 19:00:00.000,5,1,available,scheduled,21
70263,2012-12-01,2012-12-01 20:00:00.000,5,1,available,scheduled,14
70276,2012-10-27,2012-10-27 22:00:00.000,0,5,available,scheduled,9
70287,2013-01-19,2013-01-19 18:00:00.000,3,2,available,scheduled,20
70284,2013-05-12,2013-05-12 19:00:00.000,1,2,available,scheduled,35
70275,2012-09-29,2012-09-29 22:00:00.000,2,3,available,scheduled,6
70286,2012-09-02,2012-09-02 21:30:00.000,1,0,available,scheduled,3
70309,2012-11-17,2012-11-17 20:00:00.000,3,1,available,scheduled,12
70300,2012-10-07,2012-10-07 19:50:00.000,2,2,available,scheduled,7
70295,2012-12-09,2012-12-09 21:00:00.000,1,2,available,scheduled,15
70307,2013-03-17,2013-03-17 21:00:00.000,3,1,available,scheduled,28
70305,2013-03-09,2013-03-09 20:00:00.000,2,0,available,scheduled,27
266827,2013-01-13,2013-01-13 21:00:00.000,1,3,available,scheduled,19
267502,2013-04-27,2013-04-27 18:00:00.000,2,2,available,scheduled,33
70271,2013-02-23,2013-02-23 22:00:00.000,2,1,available,scheduled,25
70294,2013-02-16,2013-02-16 20:00:00.000,1,2,available,scheduled,24
70262,2012-08-26,2012-08-26 19:00:00.000,1,2,available,scheduled,2
70292,2012-09-15,2012-09-15 20:00:00.000,1,4,available,scheduled,4
267368,2014-04-05,2014-04-05 18:00:00.000,3,1,available,scheduled,32
70301,2013-09-14,2013-09-14 20:00:00.000,3,2,available,scheduled,4
70298,2013-09-01,2013-09-01 21:00:00.000,2,3,available,scheduled,3
70302,2013-09-21,2013-09-21 20:00:00.000,0,4,available,scheduled,5
70291,2014-01-26,2014-01-26 21:00:00.000,3,0,available,scheduled,21
267138,2014-04-12,2014-04-12 20:00:00.000,1,0,available,scheduled,33
267520,2013-09-24,2013-09-24 20:00:00.000,4,1,available,scheduled,6
70289,2014-04-27,2014-04-27 21:00:00.000,2,3,available,scheduled,35
266066,2014-03-02,2014-03-02 21:00:00.000,4,1,available,scheduled,26
267675,2014-02-09,2014-02-09 21:00:00.000,1,4,available,scheduled,23
70288,2014-01-19,2014-01-19 19:00:00.000,1,1,available,scheduled,20
266074,2014-03-16,2014-03-16 17:00:00.000,7,0,available,scheduled,28
267567,2014-04-20,2014-04-20 21:00:00.000,2,1,available,scheduled,34
266201,2014-05-11,2014-05-11 19:00:00.000,0,0,available,scheduled,37
266274,2014-03-26,2014-03-26 20:00:00.000,3,0,available,scheduled,30
70293,2013-10-26,2013-10-26 18:00:00.000,2,1,available,scheduled,10
265918,2014-02-15,2014-02-15 20:00:00.000,6,0,available,scheduled,24
70277,2013-08-18,2013-08-18 19:00:00.000,7,0,available,scheduled,1
70283,2013-11-01,2013-11-01 21:00:00.000,1,0,available,scheduled,12
70306,2014-03-29,2014-03-29 16:00:00.000,0,1,available,scheduled,31
266256,2014-05-17,2014-05-17 18:00:00.000,1,1,available,scheduled,38
266613,2014-02-01,2014-02-01 16:00:00.000,2,3,available,scheduled,22
266491,2014-05-03,2014-05-03 16:00:00.000,2,2,available,scheduled,36
265830,2014-01-11,2014-01-11 20:00:00.000,0,0,available,scheduled,19
265857,2014-03-23,2014-03-23 21:00:00.000,3,4,available,scheduled,29
266883,2013-11-10,2013-11-10 21:00:00.000,1,4,available,scheduled,13
266603,2014-03-08,2014-03-08 16:00:00.000,1,0,available,scheduled,27
265837,2014-02-22,2014-02-22 20:00:00.000,3,1,available,scheduled,25
266462,2013-10-19,2013-10-19 20:00:00.000,0,0,available,scheduled,9
267192,2013-10-29,2013-10-29 22:00:00.000,0,3,available,scheduled,11
266420,2013-09-28,2013-09-28 18:00:00.000,0,2,available,scheduled,7
267183,2015-03-22,2015-03-22 21:00:00.000,2,1,available,scheduled,28
265835,2014-11-22,2014-11-22 20:00:00.000,5,1,available,scheduled,12
266838,2014-09-24,2014-09-24 22:00:00.000,0,0,available,scheduled,5
265963,2015-04-28,2015-04-28 20:00:00.000,6,0,available,scheduled,34
266117,2014-09-27,2014-09-27 18:00:00.000,6,0,available,scheduled,6
266916,2015-03-08,2015-03-08 12:00:00.000,6,1,available,scheduled,26
267197,2015-05-23,2015-05-23 18:30:00.000,2,2,available,scheduled,38
70264,2014-12-13,2014-12-13 16:00:00.000,0,0,available,scheduled,15
70273,2014-09-13,2014-09-13 16:00:00.000,2,0,available,scheduled,3
267301,2014-11-01,2014-11-01 20:00:00.000,0,1,available,scheduled,10
265896,2014-10-18,2014-10-18 20:00:00.000,3,0,available,scheduled,8
265866,2015-05-02,2015-05-02 16:00:00.000,0,8,available,scheduled,35
267400,2015-04-08,2015-04-08 20:00:00.000,4,0,available,scheduled,30
266406,2014-08-31,2014-08-31 19:00:00.000,0,1,available,scheduled,2
267085,2014-10-25,2014-10-25 18:00:00.000,3,1,available,scheduled,9
267561,2014-10-04,2014-10-04 18:00:00.000,0,2,available,scheduled,7
266148,2015-02-21,2015-02-21 16:00:00.000,0,1,available,scheduled,24
266045,2015-05-09,2015-05-09 18:00:00.000,2,0,available,scheduled,36
70303,2015-01-11,2015-01-11 21:00:00.000,3,1,available,scheduled,18
266240,2015-01-04,2015-01-04 21:00:00.000,1,0,available,scheduled,17
267597,2015-02-01,2015-02-01 21:00:00.000,3,2,available,scheduled,21
266794,2015-01-24,2015-01-24 18:00:00.000,0,6,available,scheduled,20
267343,2015-02-28,2015-02-28 16:00:00.000,1,3,available,scheduled,25
266631,2015-05-17,2015-05-17 19:00:00.000,0,1,available,scheduled,37
266320,2014-12-07,2014-12-07 17:00:00.000,5,1,available,scheduled,14
266230,2015-01-18,2015-01-18 19:00:00.000,0,4,available,scheduled,19
266525,2015-04-18,2015-04-18 16:00:00.000,2,0,available,scheduled,32
266560,2014-11-30,2014-11-30 21:00:00.000,0,1,available,scheduled,13
266846,2014-12-20,2014-12-20 16:00:00.000,5,0,available,scheduled,16
266531,2015-04-25,2015-04-25 16:00:00.000,0,2,available,scheduled,33
266921,2014-08-24,2014-08-24 21:00:00.000,3,0,available,scheduled,1
267499,2014-11-08,2014-11-08 16:00:00.000,1,2,available,scheduled,11
266741,2015-02-15,2015-02-15 17:00:00.000,5,0,available,scheduled,23
266871,2015-02-08,2015-02-08 21:00:00.000,2,5,available,scheduled,22
266967,2015-03-14,2015-03-14 18:00:00.000,0,2,available,scheduled,27
266929,2015-04-05,2015-04-05 21:00:00.000,0,1,available,scheduled,29
266770,2014-09-21,2014-09-21 21:00:00.000,0,5,available,scheduled,4
266142,2015-04-11,2015-04-11 20:00:00.000,2,2,available,scheduled,31
3825848,2015-09-23,2015-09-23 20:00:00.000,2,2,available,unscheduled,5
3825895,2015-09-23,2015-09-23 22:00:00.000,2,0,available,unscheduled,5
3825894,2016-05-01,2016-05-01 18:15:00.000,0,2,available,unscheduled,36
3825855,2016-05-02,2016-05-02 20:30:00.000,3,1,available,unscheduled,36
3825908,2016-05-15,2016-05-15 19:00:00.000,4,2,available,unscheduled,38
3825883,2016-05-15,2016-05-15 12:00:00.000,4,1,available,unscheduled,38
3825900,2016-05-15,2016-05-15 19:30:00.000,2,0,available,unscheduled,38
3825902,2016-05-15,2016-05-15 19:30:00.000,3,1,available,unscheduled,38
3825876,2016-05-15,2016-05-15 19:30:00.000,2,1,available,unscheduled,38
3825846,2016-05-14,2016-05-14 17:00:00.000,0,2,available,unscheduled,38
3825869,2016-05-14,2016-05-14 19:30:00.000,3,1,available,unscheduled,38
3825882,2016-05-14,2016-05-14 19:30:00.000,2,0,available,unscheduled,38
3825849,2016-05-13,2016-05-13 20:30:00.000,0,1,available,unscheduled,38
3825860,2016-05-08,2016-05-08 17:00:00.000,2,1,available,unscheduled,37
3825847,2016-04-23,2016-04-23 22:05:00.000,1,1,available,unscheduled,35
3825817,2016-03-18,2016-03-18 21:30:00.000,1,1,available,unscheduled,30
3825778,2016-02-20,2016-02-20 21:30:00.000,1,1,available,unscheduled,25
3825777,2016-02-19,2016-02-19 21:30:00.000,3,0,available,unscheduled,25
3825740,2016-01-18,2016-01-18 21:30:00.000,5,1,available,unscheduled,20
3825875,2016-04-24,2016-04-24 20:30:00.000,0,0,available,unscheduled,35
3825884,2016-04-24,2016-04-24 16:00:00.000,2,0,available,unscheduled,35
3825842,2016-04-24,2016-04-24 12:00:00.000,2,2,available,unscheduled,35
3825890,2016-04-23,2016-04-23 18:15:00.000,1,0,available,unscheduled,35
3825871,2016-04-22,2016-04-22 21:00:00.000,4,0,available,unscheduled,35
3825896,2016-04-21,2016-04-21 21:00:00.000,5,1,available,unscheduled,34
3825841,2016-04-21,2016-04-21 20:30:00.000,1,2,available,unscheduled,34
3825843,2016-04-20,2016-04-20 20:45:00.000,1,1,available,unscheduled,34
3825839,2016-04-20,2016-04-20 20:45:00.000,2,1,available,unscheduled,34
3825838,2016-04-20,2016-04-20 20:45:00.000,0,1,available,unscheduled,34
3825840,2016-04-20,2016-04-20 20:45:00.000,4,0,available,unscheduled,34
3825837,2016-04-19,2016-04-19 21:00:00.000,1,0,available,unscheduled,34
3825836,2016-04-17,2016-04-17 18:15:00.000,2,1,available,unscheduled,33
3825835,2016-04-17,2016-04-17 12:00:00.000,0,1,available,unscheduled,33
3825834,2016-04-17,2016-04-17 18:15:00.000,3,0,available,unscheduled,33
3825906,2016-04-17,2016-04-17 16:00:00.000,1,1,available,unscheduled,33
3825897,2016-04-16,2016-04-16 20:30:00.000,2,1,available,unscheduled,33
3825889,2016-04-16,2016-04-16 22:05:00.000,1,1,available,unscheduled,33
3825833,2016-04-16,2016-04-16 16:00:00.000,1,5,available,unscheduled,33
3825857,2016-04-15,2016-04-15 20:30:00.000,2,1,available,unscheduled,33
3825863,2016-04-11,2016-04-11 20:30:00.000,1,3,available,unscheduled,32
3825829,2016-04-10,2016-04-10 20:30:00.000,1,0,available,unscheduled,32
3825830,2016-04-10,2016-04-10 18:15:00.000,2,0,available,unscheduled,32
3825832,2016-04-10,2016-04-10 12:00:00.000,0,1,available,unscheduled,32
3825831,2016-04-10,2016-04-10 16:00:00.000,2,1,available,unscheduled,32
3825828,2016-04-09,2016-04-09 18:15:00.000,1,3,available,unscheduled,32
3825827,2016-04-09,2016-04-09 22:05:00.000,1,0,available,unscheduled,32
3825826,2016-04-08,2016-04-08 20:30:00.000,0,0,available,unscheduled,32
3825825,2016-04-04,2016-04-04 20:30:00.000,0,0,available,unscheduled,31
3825824,2016-04-03,2016-04-03 18:15:00.000,1,2,available,unscheduled,31
3825823,2016-04-03,2016-04-03 20:30:00.000,1,2,available,unscheduled,31
3825905,2016-04-03,2016-04-03 16:00:00.000,1,1,available,unscheduled,31
3825822,2016-04-02,2016-04-02 18:15:00.000,2,1,available,unscheduled,31
3825821,2016-03-20,2016-03-20 13:00:00.000,2,1,available,unscheduled,30
3825820,2016-03-20,2016-03-20 21:30:00.000,4,0,available,unscheduled,30
3825819,2016-03-20,2016-03-20 19:15:00.000,0,2,available,unscheduled,30
3825818,2016-03-19,2016-03-19 19:15:00.000,0,1,available,unscheduled,30
3825887,2016-03-19,2016-03-19 19:15:00.000,2,2,available,unscheduled,30
3825907,2016-03-19,2016-03-19 17:00:00.000,2,1,available,unscheduled,30
3825903,2016-03-19,2016-03-19 23:05:00.000,0,1,available,unscheduled,30
3825816,2016-03-13,2016-03-13 17:00:00.000,4,2,available,unscheduled,29
3825815,2016-03-13,2016-03-13 13:00:00.000,1,0,available,unscheduled,29
3825858,2016-03-12,2016-03-12 23:05:00.000,1,1,available,unscheduled,29
3825813,2016-03-12,2016-03-12 21:30:00.000,3,0,available,unscheduled,29
3825814,2016-03-12,2016-03-12 19:15:00.000,1,0,available,unscheduled,29
3825812,2016-03-11,2016-03-11 21:30:00.000,1,0,available,unscheduled,29
3825811,2016-03-07,2016-03-07 21:30:00.000,2,1,available,unscheduled,28
3825807,2016-03-06,2016-03-06 21:30:00.000,1,3,available,unscheduled,28
3825809,2016-03-06,2016-03-06 13:00:00.000,2,0,available,unscheduled,28
3825810,2016-03-06,2016-03-06 19:15:00.000,1,1,available,unscheduled,28
3825808,2016-03-06,2016-03-06 19:15:00.000,0,2,available,unscheduled,28
3825804,2016-03-05,2016-03-05 23:05:00.000,3,3,available,unscheduled,28
3825867,2016-03-05,2016-03-05 21:30:00.000,1,1,available,unscheduled,28
3825805,2016-03-05,2016-03-05 19:15:00.000,0,1,available,unscheduled,28
3825784,2016-02-21,2016-02-21 21:30:00.000,0,0,available,unscheduled,25
3825782,2016-02-21,2016-02-21 19:15:00.000,1,2,available,unscheduled,25
3825757,2016-01-31,2016-01-31 21:30:00.000,6,0,available,unscheduled,22
3825641,2015-10-26,2015-10-26 21:30:00.000,3,0,available,unscheduled,9
3825803,2016-03-03,2016-03-03 21:00:00.000,2,0,available,unscheduled,27
3825800,2016-03-02,2016-03-02 23:00:00.000,0,0,available,unscheduled,27
3825801,2016-03-02,2016-03-02 23:00:00.000,1,0,available,unscheduled,27
3825799,2016-03-02,2016-03-02 20:00:00.000,1,2,available,unscheduled,27
3825797,2016-03-02,2016-03-02 23:00:00.000,4,1,available,unscheduled,27
3825798,2016-03-02,2016-03-02 22:00:00.000,1,3,available,unscheduled,27
3825796,2016-03-01,2016-03-01 23:00:00.000,4,0,available,unscheduled,27
3825795,2016-03-01,2016-03-01 22:00:00.000,3,0,available,unscheduled,27
3825793,2016-02-28,2016-02-28 17:00:00.000,0,3,available,unscheduled,26
3825792,2016-02-28,2016-02-28 19:15:00.000,0,1,available,unscheduled,26
